EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE
NONCD0001252,AMERICAN COATINGS,506 A RADAR ROAD,GREENSBORO,GUILFORD,36.08916,-79.93433
NONCD0001253,AMERICAN CRANE CORPORATION,202 RALEIGH ST.,WILMINGTON,NEW HANOVER,34.179444,-77.939166
NONCD0001254,AMERICAN DREW PLANT 12,1101 WEST D STREET,NORTH WILKESBORO,WILKES,36.1592,-81.15163
NONCD0001255,AMERICAN FENCE SOLVENTS,3605 SOUTH TRYON STREET,CHARLOTTE,MECKLENBURG,35.19466,-80.878
NONCD0001256,AMERICAN TOBACCO CO. - NONUST,301 N.SCALES STREET,REIDSVILLE,ROCKINGHAM,36.36732,-79.66423
NONCD0001257,AMERICAN TRUETZSCHLER,12300 MOORES CHAPEL ROAD,CHARLOTTE,MECKLENBURG,35.259051,-81.002055
NONCD0001258,AMERLINK SPILL,PO BOX 669,BATTLEBORO,NASH,36.07,-77.811388
NONCD0001259,"AMI, LIMITED",2609 TUCKER ST.,BURLINGTON,ALAMANCE,36.06138,-79.45276
NONCD0001262,CROWN PONTIAC-SOLVENT,3904 W WENDOVER AVE,GREENSBORO,GUILFORD,36.0609,-79.87836
NONCD0001263,"AMP, INC. - BUILDING 54",6399 AMP DRIVE,CLEMMONS,FORSYTH,36.03894,-80.38132
NONCD0001265,"AMP, INC. BUILDING 11",1124 N.CHURCH ST.,GREENSBORO,GUILFORD,36.091403,-79.783152
NONCD0001271,ANDREX INDUSTRIES,180 DEAVERVIEW RD.,ASHEVILLE,BUNCOMBE,35.5808,-82.61438
NONCD0001273,ANSELL HEALTHCARE,2906 ANACONDA ROAD,TARBORO,EDGECOMBE,35.91245,-77.584364
NONCD0001275,AO SMITH ELECTRIC MOTOR,709 AO SMITH RD,MEBANE,ALAMANCE,36.083972,-79.262644
NONCD0001277,"APAC-CAROLINA, INC.",DULUTH LOOP ROAD,GREENSBORO,GUILFORD,36.009016,-79.755613
NONCD0001282,ARATEX FACILITY (ARAMARK),2321 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,35.223024,-80.877961
NONCD0001283,ARATEX SERVICES,509 TEAGUE ST.,GREENSBORO,GUILFORD,36.031588,-79.802513
NONCD0001286,MOSS FARM RD PCE,1993 MOSS FARM RD,HICKORY,CATAWBA,35.68639,-81.37337
NONCD0001287,AREY/TAYLOR WELLS,24459 HIGHWAY 52,ALBEMARLE,STANLY,35.323722,-80.17904
NONCD0001290,ASHEVILLE MICA COMPANY,75 THOMPSON STREET,ASHEVILLE,BUNCOMBE,35.568888,-82.538888
NONCD0001293,ASSOCIATED MECHANICAL CONTRACTORS,307 SWING ROAD,GREENSBORO,GUILFORD,36.069225,-79.908628
NONCD0001294,WACHOVIA CENTER TOWER,100 NORTH MAIN,WINSTON-SALEM,FORSYTH,36.09486,-80.24344
NONCD0001295,HOLT STREET DUMP,HOLT ST,MEBANE,ALAMANCE,36.09575,-79.27726
NONCD0001298,ATLANTIC AUTO SALVAGE,5871 HWY 70 EAST,NEWPORT,CARTERET,34.755277,-76.847777
NONCD0001301,AUTO VERKS,1800 COMMONWEALTH AVENUE,CHARLOTTE,MECKLENBURG,35.21833,-80.81388
NONCD0001303,HARRELL SIGN COMPANY,512 PERSHING RD,RALEIGH,WAKE,35.80416,-78.63321
NONCD0001305,AVONDALE MILLS/HIGH FIVE,700 WEST MAIN STREET,BURNSVILLE,YANCEY,35.91389,-82.31417
NONCD0001308,BACHS MHP SITE,BACH RD & HWY 150E,SHERRILLS FORD,CATAWBA,35.572602,-81.035961
NONCD0001310,BAILEY RESIDENCE,2704 ANACONDA ROAD,TARBORO,EDGECOMBE,35.912557,-77.580084
NONCD0001313,CORTINA FABRICS,3165 VIEWMONT DR,SWEPSONVILLE,ALAMANCE,36.0163,-79.35874
NONCD0001318,BARBER PARK,1500 DANS RD.,GREENSBORO,GUILFORD,36.052335,-79.751768
NONCD0001319,BAREFOOT-CAROLINA OIL,850 SOUTH SECOND STREET,ALBEMARLE,STANLY,35.34222,-80.19703
NONCD0001322,BARWELL ROAD WELLS,CHARLES ST & ANN AVE,RALEIGH,WAKE,35.75314,-78.53398
NONCD0001323,BASF-ENKA (OTM BUILDING),SANDHILL ROAD,ASHEVILLE,BUNCOMBE,35.545,-82.655555
NONCD0001326,BEACHAM PROPERTY,420 W TREMONT AVENUE,CHARLOTTE,MECKLENBURG,35.21138,-80.867499
NONCD0001327,BEAM CONSTRUCTION CO,BESS ROAD FACILITY,BESSEMER CITY,GASTON,35.34511,-81.34472
NONCD0001328,BEAM RESIDENCES (KEN AND DON),3367 BURGANDY STREET,MAIDEN,CATAWBA,35.59741,-81.14038
NONCD0001330,BECKER BUILDERS SUPPLY COMPANY,4614 MARKET STREET,WILMINGTON,NEW HANOVER,34.24095,-77.8878
NONCD0001332,"BELL RESIDENCE, JOHN",1508WHITEHART SCH.,THOMASVILLE,DAVIDSON,35.913055,-80.111111
NONCD0001333,OMNISOURCE SE/ATLANTIC SCRAP & PROCESS,410 ATANDO AVE,CHARLOTTE,MECKLENBURG,35.25658,-80.81406
NONCD0001334,BELLSOUTH WORK CENTER SOLVENTS,24TH STREET,CHARLOTTE,MECKLENBURG,35.245833,-80.825277
NONCD0001335,BELMONT DYERS,18 LINESTONE DRIVE,BELMONT,GASTON,35.23919,-81.01416
NONCD0001336,BELTEX CORPORATION,345 MCADENVILLE ROAD,BELMONT,GASTON,35.254863,-81.061692
NONCD0001337,BENCHMARK MATERIALS,311 S. PLUM ST,DURHAM,DURHAM,35.981944,-78.882777
NONCD0001338,BENDEL CORPORATION,4823 NORTH GRAHAM STREET,CHARLOTTE,MECKLENBURG,35.28016,-80.80744
NONCD0001339,BENFIELDS PAINT AND BODY SHOP,SR 2308,STATESVILLE,IREDELL,35.802783,-80.754101
NONCD0001340,BENSON NEWSPAPER PRINTING,611 CHICOPEE ROAD,BENSON,JOHNSTON,35.37102,-78.54865
NONCD0001341,FREUDENBERG NONWOVENS (FRMR),3440 INDUSTRIAL DR,DURHAM,DURHAM,36.06294,-78.85838
NONCD0001342,BENTON TRUCK SERVICE,EASTERN BLVD.,FAYETTEVILLE,CUMBERLAND,35.02752,-78.88362
NONCD0001344,BESSEMER CITY ROAD PCE SITE,BESSEMER CITY RD,BESSEMER CITY,GASTON,35.28765,-81.24352
NONCD0001348,BIG APPLE FARM SUPPLY - SOLVENTS,407 SW MARKET STREET,REIDSVILLE,ROCKINGHAM,36.357345,-79.662804
NONCD0001350,PHOENIX RECYCLING,HWY 70 & PINE GROVE RD,HAVELOCK,CRAVEN,34.927313,-76.942732
NONCD0001351,BILLER PROPERTY,S. EUGENE ST.,GREENSBORO,GUILFORD,36.062735,-79.792313
NONCD0001352,BIRNAMWOOD LANE,14624 BIRNAMWOOD LANE,CHARLOTTE,MECKLENBURG,35.09538,-81.00247
NONCD0001353,BLANTON WELL PCE SITE,1038 OLD CHURCH ROAD,GASTONIA,GASTON,35.208929,-81.25266
NONCD0001354,SWEDEN RD PCE,4710 & 4746 SWEDEN RD,CHARLOTTE,MECKLENBURG,35.13028,-80.88099
NONCD0001355,BLOOMSBURG MILLS PLANT - SOLVENT,3000 STITT ST,MONROE,UNION,34.98459,-80.494
NONCD0001357,BLUE RIDGE BROADCASTING,3049 US HIGHWAY 70,BLACK MOUNTAIN,BUNCOMBE,35.60679,-82.34884
NONCD0001360,BLYTHE CONSTRUCTION-PINEVILLE,10500 OLD NATIONS FORD ROAD,PINEVILLE,MECKLENBURG,35.11492,-80.89774
NONCD0001362,JAY'S HYDRAULICS (FRMR),1911 NC HWY 902,PITTSBORO,CHATHAM,35.701194,-79.205858
NONCD0001365,STEVECOKNIT FABRICS COMPANY-B,2602 S ELM ST,GREENSBORO,GUILFORD,36.04166,-79.79305
NONCD0001366,BONDS DISTRIBUTING - SOLVENTS,10227 MALLARD CREEK ROAD,CHARLOTTE,MECKLENBURG,35.340287,-80.770238
NONCD0001367,CRESS PROPERTY/BOSTIAN HEIGHTS SOLVENTS,8207 OLD CONCORD ROAD,SALISBURY,ROWAN,35.56113,-80.51727
NONCD0001368,BOSTON GEAR,506 SOUTH BICKETT BOULEVARD,LOUISBURG,FRANKLIN,36.08378,-78.31238
NONCD0001370,BOWERS ESTATE,107 S. URBAN STREET,THOMASVILLE,DAVIDSON,35.88857,-80.11455
NONCD0001371,BOWMAN BODY SHOP(FREDS),ST. ANDREWS CHURCH RD,HENDERSON,VANCE,36.35665,-78.4204
NONCD0001372,BOXER TEXTILE MACHINERY CO,1000 WEST MOREHEAD STREET,CHARLOTTE,MECKLENBURG,35.22844,-80.85836
NONCD0001373,BRAKE XPERTS (FORMER),1579 HIGHWAY 29N,CONCORD,CABARRUS,35.44238,-80.609075
NONCD0001377,BREKENWOOD SUBDIVISION,2105 E. BREKENWOOD COURT,PLEASANT GARDEN,GUILFORD,35.973695,-79.746045
NONCD0001379,LYTLE COVE RD SOLVENT CONTAMINATION,LYTLE COVE RD,SWANNANOA,BUNCOMBE,35.601182,-82.365826
NONCD0001380,BRIDGESTONE/FIRESTONE RETAIL SERVICES,530 S TRYON STREET,CHARLOTTE,MECKLENBURG,35.22402,-80.847953
NONCD0001383,"BRIN MONT CHEMICALS, INC.",3921 SPRING GARDEN ST,GREENSBORO,GUILFORD,36.06398,-79.86546
NONCD0001384,STANDARD UNIFORM,600 PHILLIP DAVIS DR,CHARLOTTE,MECKLENBURG,35.19321,-80.88807
NONCD0001386,SUPERIOR ESSEX,2801 ANACONDA RD,TARBORO,EDGECOMBE,35.90962,-77.58168
NONCD0001387,BROOKWOOD DEVELOPMENT,301 SOUTH COLLEGE STREET,CHARLOTTE,MECKLENBURG,35.12649,-80.92534
NONCD0001388,BROOKWOOD INDUSTRIAL,127 CHARTER ST,ALBERMARLE,STANLY,35.35084,-80.15486
NONCD0001390,"BROWN, FRANCES AND LARRY SOMERS WELLS",3089 NC 150,REIDSVILLE,ROCKINGHAM,36.30048,-79.55493
NONCD0001391,BROWNS RADIATOR SERVICE,2136 WRIGHTSVILLE AVE,WILMINGTON,NEW HANOVER,34.22927,-77.92054
NONCD0001393,PILOT MILLS,1121 HAYNES ST,RALEIGH,WAKE,35.795038,-78.637892
NONCD0001397,BURKART CAROLINA,DABNEY DRIVE,HENDERSON,VANCE,36.33602,-78.43669
NONCD0001398,"BURKE MILLS, INC.",119 STERLING ST.,VALDESE,BURKE,35.748611,-81.5775
NONCD0001399,BURKE'S HARDWARE,5227 HILLSBOROUGH STREET,RALEIGH,WAKE,35.79093,-78.71471
NONCD0001400,BURLINGTON HOUSE REIDSVILLE PLANT,2362 HOLIDAY LOOP ROAD,REIDSVILLE,ROCKINGHAM,36.32278,-79.62783
NONCD0001401,BURLINGTON IND. - WILLIAMSBURG PLANT,SR 1100,MATKINS,CASWELL,36.25618,-79.5169
NONCD0001402,BURLINGTON INDUSTRIES,476 SOUTH MAIN STREET,MOORESVILLE,IREDELL,35.57643,-80.820067
NONCD0001403,WAKEFIELD CITGO,23 SUNNYBROOK RD,RALEIGH,WAKE,35.78703,-78.58547
NONCD0001404,BURLINGTON INDUSTRIES (FORMER),WEST MAIN ST,DURHAM,DURHAM,36.00821,-78.92681
NONCD0001405,BURLINGTON INDUSTRIES-SMITHFIELD,"1305 GRAM STREET, PO BOX 691",SMITHFIELD,JOHNSTON,35.513055,-78.332222
NONCD0001408,CARTER G. WOODSON CHARTER SCHOOL,420 GOLDFLOSS ST,WINSTON-SALEM,FORSYTH,36.06652,-80.23111
NONCD0001410,BUTLER WARNER GENERATING PLANT,CLUSTER AVENUE (SR 1723),FAYETTEVILLE,CUMBERLAND,35.09852,-78.832132
NONCD0001411,CAROLINA TELEPHONE-BUXTON,48161 NC 12 HWY,BUXTON,DARE,35.26733,-75.54345
NONCD0001413,C BAKER WELL,6505 WISTERIA DRIVE,CHARLOTTE,MECKLENBURG,35.147021,-80.874747
NONCD0001414,C&C SCRAP METAL,1538 BETHLEHEM ROAD,KINGS MOUNTAIN,CLEVELAND,35.20386,-81.39005
NONCD0001416,CALDWELL FREIGHT LINES,2550 HICKORY BOULEVARD SOUTHWE,LENOIR,CALDWELL,35.86579,-81.49787
NONCD0001419,"PETERBILT OF DUNN """"B"""" PARCEL",1365 SADLER RD,DUNN,HARNETT,35.33432,-78.56306
NONCD0001420,CSX HAMLET DIESEL SHOP,NC 177,HAMLET,RICHMOND,34.91562,-79.66532
NONCD0001425,"PETERBILT OF DUNN """"A"""" PARCEL",1185 SADLER RD,DUNN,HARNETT,35.33227,-78.56436
NONCD0001427,CANNON BLVD SOLVENT SITE,2800 BLOCK CANNON BLVD,KANNAPOLIS,ROWAN,35.531988,-80.608544
NONCD0001429,CAPE FEAR AUTO,4222 OLEANDER DR,WILMINGTON,NEW HANOVER,34.21005,-77.89097
NONCD0001430,DELL MOORE PROPERTY,5815 HILLSBOROUGH ST,RALEIGH,WAKE,35.7859,-78.72938
NONCD0001432,THE CAPE GOLF COURSE,535 THE CAPE BLVD,WILMINGTON,NEW HANOVER,34.07041,-77.90753
NONCD0001434,"CAPRI INDUSTRIES, INC.",1401 BURKEMONT AVE.,MORGANTON,BURKE,35.71186,-81.699
NONCD0001436,YORKSHIRE DRIVE,2100 YORKSHIRE DR,GREENSBORO,GUILFORD,36.04255,-79.74619
NONCD0001446,INTERSTATE SIGN CO,1990 ROCKFORD ST,MOUNT AIRY,SURRY,36.48326928,-80.61600238
NONCD0001450,CAROLINA TIRE #2933,670 WEAVERVILLE HWY.,ASHEVILLE,BUNCOMBE,35.67675,-82.57686
NONCD0001451,CAROLINA TIRE #2936,990 PATTON AVE.,ASHEVILLE,BUNCOMBE,35.58638,-82.59038
NONCD0001452,CAROLINA TIRE 2945,2300 HENDERSONVILLE ROAD,ARDEN,BUNCOMBE,35.47016,-82.51909
NONCD0001453,WALLACE SOLVENT CONTAMINATION,114 E MAIN ST,WALLACE,DUPLIN,34.73474,-77.9951
NONCD0001456,CARRIER RENTAL SYSTEMS,4300 OAK PARK,SANFORD,LEE,35.54109,-79.17408
NONCD0001457,CARSONS DRY CLEANERS (FORMER),400 CHESTER AVE JCT WITH RANKI,GASTONIA,GASTON,35.267762,-81.187198
NONCD0001464,CATAWBA COUNTY SCHOOL BUS GARAGE - SOLVE,2440 NORTH MAIN AVENUE,NEWTON,CATAWBA,35.68842,-81.218018
NONCD0001465,CATAWBA TRUCK RENTAL (CT GROUP),3350 N. OXFORD ST.,CLAREMONT,CATAWBA,35.728055,-81.157777
NONCD0001466,BEACHVIEW EXXON,2410 ARENDELL ST,MOREHEAD CITY,CARTERET,34.72351,-76.73602
NONCD0001467,DELTA MILLS-FORMER RAGAN LDFL,"OATES RD, NEAR HWY 274",GASTONIA,GASTON,35.28361,-81.24995
NONCD0001468,CC MANGUM-HIGHWAY 54,6105 CHAPEL HILL ROAD,RALEIGH,WAKE,35.78765,-78.72713
NONCD0001469,CENTRAL PARK-SALEM AVENUE,CITY YARD DR,WINSTON-SALEM,FORSYTH,36.08323,-80.23912
NONCD0001470,CENTRAL TRANSPORT - SOLVENTS,2829 UWHARRIE RD,ARCHDALE,RANDOLPH,35.9097,-80.007997
NONCD0001472,CHAMPION PROPERTIES,1661 FEDERAL AVE,GASTONIA,GASTON,35.279,-81.21594
NONCD0001473,CHAMPION-PIGEON RIVER SEEP,175 MAIN STREET,CANTON,HAYWOOD,35.534293,-82.843631
NONCD0001476,CHAPPEL FARM SITE,228 SULFER SPRINGS RD,CANDOR,MONTGOMERY,35.26269,-79.75016
NONCD0001478,CHARLOTTE AIRCRAFT #3,7705 EAST W.T. HARRIS BLVD,CHARLOTTE,MECKLENBURG,35.214016,-80.722964
NONCD0001479,HERTRON INTERNATIONAL,306 CLANTON RD,CHARLOTTE,MECKLENBURG,35.19567,-80.87607
NONCD0001480,CHARLOTTE DOUGLAS AIRPORT 7,5501 JOSH BIRMINGHAM PARKWAY,CHARLOTTE,MECKLENBURG,35.215277,-80.947222
NONCD0001481,CHARLOTTE HIGHWAY WELLS,CHARLOTTE HIGHWAY AND CORNELIU,MOORESVILLE,IREDELL,35.6165,-80.83222
NONCD0001482,CHARLOTTE PAINT COMPANY,1604 LANE ROAD,MT. HOLLY,GASTON,35.31301,-81.06595
NONCD0001483,POPE PROPERTY,800 S WILSON AVE,DUNN,HARNETT,35.30166,-78.61458
NONCD0001485,"CHATHAM MILLS, INC.",480 HILLSBORO STREET,PITTSBORO,CHATHAM,35.726666,-79.175
NONCD0001486,CHAPEL HILL POLICE DEPT,828 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,ORANGE,35.926406,-79.052482
NONCD0001487,CHEMATRON,5216 HOVIS ROAD,CHARLOTTE,MECKLENBURG,35.270909,-80.895575
NONCD0001489,CHEMONIC,1316 OAKLAND AVENUE,GREENSBORO,GUILFORD,36.0625,-79.82083
NONCD0001490,KINDER MORGAN/CHEMSERV,2005 N 6TH STREET,WILMINGTON,NEW HANOVER,34.2603,-77.9455
NONCD0001491,COUSINS PERSONAL MINI-STORAGE,723 HWY 117 N BYPASS,GOLDSBORO,WAYNE,35.395486,-78.005797
NONCD0001493,CHESAPEAK WOOD PRODUCTS COMPANY,WOOD TREATING PLANT,ELIZABETH CITY,PASQUOTANK,36.31539,-76.21165
NONCD0001495,"CHOICE, USA",809 E. FRANKLIN BLVD,GASTONIA,GASTON,35.26195,-81.16984
NONCD0001496,CHOWAN VENEER CO,259 AND 262 COKE AVENUE,EDENTON,CHOWAN,36.06777,-76.59744
NONCD0001497,CHRISMAN'S GARAGE,6352 B HENDERSONVILLE ROAD,FLETCHER,HENDERSON,35.4301,-82.501681
NONCD0001498,MARSHALL AVE PCE,3616 MARSHALL AVENUE,CHARLOTTE,MECKLENBURG,35.23517,-80.93935
NONCD0001499,CHT FACILITY M-2 WAREHOUSE,5046 OLD PINEVILLE ROAD,CHARLOTTE,MECKLENBURG,35.171388,-80.879166
NONCD0001501,CIRCLE K 5111 - SOLVENTS,2833 FREEDOM DRIVE,CHARLOTTE,MECKLENBURG,35.23958,-80.8858
NONCD0001502,CIRCLE K 8379 - SOLVENTS,101 MOUNT HOLLY ROAD,BELMONT,GASTON,35.2643,-81.04214
NONCD0001504,TERMINEX OF CHARLOTTE,2001 S TRYON ST,CHARLOTTE,MECKLENBURG,35.21175,-80.86482
NONCD0001505,CITY MOTOR PARTS,HWY 64,COLUMBIA,TYRRELL,35.91659,-76.25245
NONCD0001506,CITY OF GASTONIA 2ND AVE. PARKING,2ND AVENUE,GASTONIA,GASTON,35.26048,-81.18225
NONCD0001507,CITY PLUMBING & HEATING CO,211 TUCKASEEGEE ROAD,CHARLOTTE,MECKLENBURG,35.236666,-80.860555
NONCD0001509,CLAIRE MANUFACTURING,2120 NORTH CHURCH STREET,CHARLOTTE,MECKLENBURG,35.24425,-80.82226
NONCD0001511,CLAY STRICKLAND/LITTLE RIVER,1216 MACEDONIA ROAD (ST. HWY 1,SPRING HOPE,NASH,35.89064,-78.02172
NONCD0001515,CLINIPAD,7101 MACFARLANE BLVD,CHARLOTTE,MECKLENBURG,35.286287,-80.770034
NONCD0001516,CLONTZ RESIDENCE,5304 LANDSFORD RD,MARSHVILLE,UNION,34.865958,-80.363885
NONCD0001521,COASTAL LUMBER COMPANY - KINSTON SAWMILL,800 HULL ROAD,KINSTON,LENOIR,35.26983,-77.61889
NONCD0001522,COBLE PROPERTY,2611 HUSBANDS ST,GREENSBORO,GUILFORD,36.05741,-79.83278
NONCD0001523,COATS AMERICAN-SYLVAN PLANT,OLD US 64,ROSMAN,TRANSYLVANIA,35.15185,-82.81063
NONCD0001526,COCHRANE FURN. DIV #15,402 SOUTH EDWARDS ST,LINCOLNTON,LINCOLN,35.473683,-81.245352
NONCD0001527,"COFFEY, SARA PROPERTY",339 WEST YOUNG AVENUE,HENDERSON,VANCE,36.32619,-78.41225
NONCD0001528,COLONIAL ABRASIVES,312 SOUTH PINE STREET,ABERDEEN,MOORE,35.127976,-79.428991
NONCD0001529,COLORWORKS,3010 EXECUTIVE DR.,GREENSBORO,GUILFORD,36.028333,-79.784444
NONCD0001531,COMMERCE BUSINESS PARK,S. COMMERCE BLVD.,CHARLOTTE,MECKLENBURG,35.120833,-80.933333
NONCD0001535,COMMUNITY PLUMBING & HEATING,305 SWING ROAD,GREENSBORO,GUILFORD,36.070188,-79.908916
NONCD0001538,CONFLANDEY INC.,3620 CHADBOURN HIGHWAY,WHITEVILLE,COLUMBUS,34.33596,-78.76749
NONCD0001539,CONGENTRIX-ELIZABETHTOWN,3100 WEST BROAD STREET,ELIZABETHTOWN,BLADEN,34.64683,-78.6418
NONCD0001540,COGENTRIX-LUMBERTON,1886 HESTERTOWN RD,LUMBERTON,ROBESON,34.591409,-78.996734
NONCD0001541,CONITRON,WINOLA RD.,TRINITY,RANDOLPH,35.872222,-79.919444
NONCD0001543,COOKS FARM AND GARDEN,4050 NC HIGHWAY 208,MARSHALL,MADISON,35.942222,-82.744166
NONCD0001544,COOKSON FIBERS,HIGHWAY 52 NORTH,ANSONVILLE,ANSON,35.11995,-80.10484
NONCD0001546,CEDAR GROVE DRIVE SITE,609 CEDAR GROVE DR,GASTONIA,GASTON,35.17771,-81.17335
NONCD0001549,STORK PRINT AMERICANA,3201 ROTARY DR,CHARLOTTE,MECKLENBURG,35.27434,-80.8308
NONCD0001550,COTTMAN TRANSMISSION,145-147 S. COLLEGE ROAD,WILMINGTON,NEW HANOVER,34.240534,-77.869475
NONCD0001551,COTTON MILL SQUARE - SOLVENTS,801 MERRIT DRIVE,GREENSBORO,GUILFORD,36.05902,-79.85457
NONCD0001553,COUNTY LINE ROAD SOLVENTS,2383 COUNTY LINE ROAD,KINGS MOUNTAIN,GASTON,35.338878,-81.347856
NONCD0001554,COX DODGE (FORMER),1501 LIPSCOMB ROAD,WILSON,WILSON,35.72199,-77.89079
NONCD0001556,QUARTER HORSE LANE PROPERTY,6450 QUARTER HORSE LANE,OCEAN ISLE,BRUNSWICK,33.9556,-78.47661
NONCD0001557,CP&L TRANSFORMER SITE,"HWY 421 N., NEXT TO SUTTON PLA",WILMINGTON,NEW HANOVER,34.276111,-77.958888
NONCD0001558,DANIELS PROPERTY,200 N MALLORY ST,GOLDSBORO,WAYNE,35.369044,-77.946924
NONCD0001561,FREDRICKSON MOTORS EXP PCE,2244 PITTS SCHOOL RD,CONCORD,CABARRUS,35.38021,-80.68954
NONCD0001562,CRELLIN CORP.,PINE ST.,ALEXANDER MILLS,RUTHERFORD,35.312222,-81.849722
NONCD0001563,CRESCENT EMC - CORNELIUS #2,18014 STATESVILLE ROAD,CORNELIUS,MECKLENBURG,35.45701,-80.84305
NONCD0001569,CROWN HONDA & CAMCO,3633 W WENDOVER AVE,GREENSBORO,GUILFORD,36.060113,-79.869205
NONCD0001572,CSX RAILROAD,SOUTH CEDAR STREET,CHARLOTTE,MECKLENBURG,35.2282,-80.85384
NONCD0001575,DOROTHEA DIX PROPERTY,UMSTEAD DR,RALEIGH,WAKE,35.76948,-78.65875
NONCD0001576,CULP TICKING,7209 HWY 158,STOKESDALE,GUILFORD,36.235495,-79.950015
NONCD0001577,"CULP, INC. (FORMERLY ARTEE INDUSTRIES)",1808 INDIAN CREEK ROAD,LINCOLNTON,LINCOLN,35.429166,-81.273055
NONCD0001579,CYPRESS GROVE SUBDIVISION,LEIUTENANT CONGLETON ROAD,WILMINGTON,NEW HANOVER,34.121203,-77.892842
NONCD0001580,D&G MART SOLVENTS,792 BRAWLEY SCHOOL ROAD,MOORESVILLE,IREDELL,35.578517,-80.885815
NONCD0001584,DALE NORMAN TIRE COMPANY #2,3701 DALLAS-HIGH SHOALS RD,DALLAS,GASTON,35.33219,-81.20069
NONCD0001586,DANA TRANSPORT FACILITY (FORMER),7254 MT HOLLY RD,CHARLOTTE,MECKLENBURG,35.28144,-80.92857
NONCD0001587,DANALEX FACILITY,515 E ALABAMA AVE,BESSEMER CITY,GASTON,35.28192,-81.27113
NONCD0001588,DAUGHERTY ROAD,DAUGHERTY ROAD,LANDIS,ROWAN,35.544601,-80.595191
NONCD0001594,DB PENNINGTON ESTATE,869 WEST C ST.,KANNAPOLIS,CABARRUS,35.50213,-80.63424
NONCD0001595,"DEANS PICKLES, FMR CATES",354 N. FAISON AVE.,FAISON,DUPLIN,35.121388,-78.136111
NONCD0001597,AVERY DENNISON (FMR PAXAR CORP),950 GERMAN ST,LENOIR,CALDWELL,35.91975,-81.55929
NONCD0001598,DEHAVEN,413 AIRPORT BLVD.,MORRISVILLE,WAKE,35.843611,-78.83
NONCD0001599,A.E. VANDIFORD STORE,NC 903 & ORMANDSVILLE RD,ORMANDSVILLE,GREENE,35.47131,-77.5464
NONCD0001601,DERRICK TRUCK STOP #2,PEELER ROAD AND I-85,SALISBURY,ROWAN,35.608667,-80.516747
NONCD0001603,DIAMOND BRAND CANVAS PRODUCTS,HIGHWAY 25,NAPLES,HENDERSON,35.392222,-82.501388
NONCD0001604,P-3800 CHARLOTTE RAIL MULTIMODAL STATION,511 W TRADE ST,CHARLOTTE,MECKLENBURG,35.2307,-80.84758
NONCD0001607,DIRTY LAUNDRY CLEANERS (FORMER NIXON PRO,"511, 513, 515 WEST TRADE STREE",CHARLOTTE,MECKLENBURG,35.230277,-80.8475
NONCD0001608,DISCOVERY PLACE,301 N. TRYON STREET,CHARLOTTE,MECKLENBURG,35.22934,-80.8408
NONCD0001610,DIVERSEY WATER TECHNOLOGIES,1201 SOUTH GRAHAM STREET,CHARLOTTE,MECKLENBURG,35.22238,-80.857426
NONCD0001614,DIXIE CHEMICALS,13495 NC 55 HWY,ALLIANCE,PAMLICO,35.14509,-76.79699
NONCD0001616,DIXIE SALES AUTO REPAIR - B,327 BATTLEGROUND AVE,GREENSBORO,GUILFORD,36.07625,-79.79224
NONCD0001617,DIXIE TRUCKING - SOLVENTS,3606 NORTH GRAHAM STREET,CHARLOTTE,MECKLENBURG,35.265277,-80.815555
NONCD0001619,DIXIE YARNS - NEWTON,101 EAST 11TH STREET,NEWTON,CATAWBA,35.67163,-81.21969
NONCD0001625,DOMINION TEXTILES (USA),155 21ST STREET NW,HICKORY,CATAWBA,35.734417,-81.374545
NONCD0001626,DOMINION YARN - CORLIN PLANT,414 NORTH MARIAH STREET,LANDIS,ROWAN,35.553345,-80.608939
NONCD0001630,DOT-ASPHALT TESTING SITE #18,SR 1377,DILLSBORO,JACKSON,35.36608,-83.26397
NONCD0001631,DOUG WHITE AUTO MART,3351 HIGHWAY 70E,NEWTON,CATAWBA,35.69758,-81.26245
NONCD0001634,DOWNTOWN MIDDLE SCHOOL,280 SOUTH LIBERTY STREET,WINSTON-SALEM,FORSYTH,36.09226,-80.243914
NONCD0001635,DRAPER CORPORATION - NONUST,5644 HORNADAY ROAD,GREENSBORO,GUILFORD,36.06166,-79.91722
NONCD0001636,DUDE INC,117 SOUTH MCLIN CREEK ROAD,CONOVER,CATAWBA,35.699507,-81.188454
NONCD0001638,SOUTHERN STATES COOP,US 64 & TRAVIS RD,COLUMBIA,TYRRELL,35.90415,-76.31757
NONCD0001639,DUKE MEDICAL CENTER (BELL BUILDING),TRENT DRIVE,DURHAM,DURHAM,36.0064,-78.9373
NONCD0001643,DUNMORE FURNITURE,1245 3RD STREET NE,HICKORY,CATAWBA,35.75297,-81.33491
NONCD0001649,"DWIGGINS PROPERTY, CHRISTOPHER",125 W. LEE STREET,GREENSBORO,GUILFORD,36.06443,-79.79187
NONCD0001650,DYNEA,790 CORNITH ROAD,MONCURE,CHATHAM,35.60339,-79.04777
NONCD0001651,AMERICAN DEVELOPMENT CORP (FRMR),1456 STATE CAMP RD,VANCEBORO,CRAVEN,35.276332,-77.15825
